courseCode,name,Academic Unit,URL,Course Description,Course Aims,Course Learning Outcomes,details,Skills,All_Skills,Topics,Knowledge,Summary
MATH5856,Introduction to Statistics and Statistical Computations,School of Mathematics & Statistics,https://www.unsw.edu.au/course-outlines/course-outline#year=2024&term=Term%201&deliveryMode=In%20Person&deliveryFormat=Standard&teachingPeriod=T1B&deliveryLocation=Kensington&courseCode=MATH5856&activityGroupId=1,"The aim of this course is to learn about the basic principles of statistical reasoning, the most important methods for estimating unknown parameters of a system and for taking decisions without complete information, and the use of statistical packages. The methods discussed are for visualising data, for simulating random phenomena, for estimating parameters using Maximum Likelihood and Least Squares estimators, and for testing hypotheses. General Linear Models will be studied using R.","The aim of this course is to provide students with general understanding of statistical theory and application. At the end of the course, students are expected to be familiar with undergraduate level statistical methods, and be proficient in the usage of the statistical programming language R.","Use terminology and reporting styles appropriately and successfully to communicate information and understanding
Have working knowledge of appropriate theorems
Apply the concepts discussed in MATH5856 to solve appropriate problems
Describe the output of statistical software and interpret the results
Correctly state definitions introduced in the lecture notes
Be able to code simple programs in R","Course Description: The aim of this course is to learn about the basic principles of statistical reasoning, the most important methods for estimating unknown parameters of a system and for taking decisions without complete information, and the use of statistical packages. The methods discussed are for visualising data, for simulating random phenomena, for estimating parameters using Maximum Likelihood and Least Squares estimators, and for testing hypotheses. General Linear Models will be studied using R.
Course Aims: The aim of this course is to provide students with general understanding of statistical theory and application. At the end of the course, students are expected to be familiar with undergraduate level statistical methods, and be proficient in the usage of the statistical programming language R.
Course Learning Outcomes: Use terminology and reporting styles appropriately and successfully to communicate information and understanding
Have working knowledge of appropriate theorems
Apply the concepts discussed in MATH5856 to solve appropriate problems
Describe the output of statistical software and interpret the results
Correctly state definitions introduced in the lecture notes
Be able to code simple programs in R",Statistical analysis; Statistical programming; Data visualization,Statistical analysis; R; Data visualization,Maximum Likelihood Estimation; Least Squares Estimation; General Linear Models; Hypothesis testing,Basic principles of statistics; Maximum Likelihood Estimation; Least Squares Estimation; general linear models; usage of R software,"This course teaches students to apply statistical reasoning, methods, and tools to analyze data, make decisions, and communicate findings effectively."
MATH5885,Longitudinal Data Analysis,School of Mathematics & Statistics,https://www.unsw.edu.au/course-outlines/course-outline#year=2024&term=Term%202&deliveryMode=In%20Person&deliveryFormat=Standard&teachingPeriod=T2&deliveryLocation=Kensington&courseCode=MATH5885&activityGroupId=1,"This course focuses on modelling response profiles over time, whilst accounting for the correlation that will typically exist between measurements taken on the same individual and the variability between individual response profiles. MATH5885 brings together multivariate regression modelling, time series modelling and random effects modelling for continuous and discrete valued response measurements and aims to enhance a student’s capacity to analyze and understand large, complex data sets. The focus will be on applications to biomedical studies, but the ideas have a wider application, for example, to panel studies that arise in market research and social surveys.","This course aims to introduce the main statistical concepts, methods, and models used in the analysis of longitudinal data. The content and activities in the course will contribute to future learning of strategies to deal with practical scenarios where multiple measurements of response are collected over time for each individual in a study resulting in large and complex data sets. The models discussed combine temporal correlation models for equally and unequally spaced observations through time with random effects models for between individual variations.","Learn the key features of longitudinal data and the ability to use longitudinal data analysis techniques
Use linear models when incorporating correlated errors to analyze longitudinal data
Distinguish between a ""subject-specific"" and ""population-average"" interpretation of parameters
Use marginal models to analyze non-normal longitudinal data via generalized estimating equations
Explain the distinct types of correlation that can occur in longitudinal data and choose appropriate models for correlation structures in given datasets
Use the R software to fit the models studied, visualize patterns, and interpret the output
Derive the likelihoods for correlated data and use them to calculate maximum likelihood estimates
Use the linear mixed effects models for analyzing continuous longitudinal data and show how this extends to generalized linear mixed effects models for analyzing non-normal longitudinal data","Course Description: This course focuses on modelling response profiles over time, whilst accounting for the correlation that will typically exist between measurements taken on the same individual and the variability between individual response profiles. MATH5885 brings together multivariate regression modelling, time series modelling and random effects modelling for continuous and discrete valued response measurements and aims to enhance a student’s capacity to analyze and understand large, complex data sets. The focus will be on applications to biomedical studies, but the ideas have a wider application, for example, to panel studies that arise in market research and social surveys.
Course Aims: This course aims to introduce the main statistical concepts, methods, and models used in the analysis of longitudinal data. The content and activities in the course will contribute to future learning of strategies to deal with practical scenarios where multiple measurements of response are collected over time for each individual in a study resulting in large and complex data sets. The models discussed combine temporal correlation models for equally and unequally spaced observations through time with random effects models for between individual variations.
Course Learning Outcomes: Learn the key features of longitudinal data and the ability to use longitudinal data analysis techniques
Use linear models when incorporating correlated errors to analyze longitudinal data
Distinguish between a ""subject-specific"" and ""population-average"" interpretation of parameters
Use marginal models to analyze non-normal longitudinal data via generalized estimating equations
Explain the distinct types of correlation that can occur in longitudinal data and choose appropriate models for correlation structures in given datasets
Use the R software to fit the models studied, visualize patterns, and interpret the output
Derive the likelihoods for correlated data and use them to calculate maximum likelihood estimates
Use the linear mixed effects models for analyzing continuous longitudinal data and show how this extends to generalized linear mixed effects models for analyzing non-normal longitudinal data",Longitudinal data analysis; Statistical modeling; Data interpretation,Longitudinal data analysis; Statistical modeling; data management and interpretation,Multivariate regression; Time series; Random effects models; Generalized estimating equations,Statistical methods for longitudinal data; correlation structures analysis; marginal and mixed effects modeling; interpretation of statistical models; computational techniques in R,"This course explores analyzing complex data sets by modeling response profiles over time, accounting for correlations between measurements and individual variations."
MATH5901,Stochastic Processes,School of Mathematics & Statistics,https://www.unsw.edu.au/course-outlines/course-outline#year=2024&term=Term%201&deliveryMode=Online&deliveryFormat=Standard&teachingPeriod=T1&deliveryLocation=Kensington&courseCode=MATH5901&activityGroupId=1,"This is an advanced level postgraduate course in probability theory and stochastic processes for mathematics/statistics and data science students. Topics covered include rigorous definition of probability and random variables; convergence of random variables; Poisson and Wiener process, and Ito Calculus.","The course aims to impart analytical skills that will allow students to prove rigorously the basic properties of stochastic processes such as the Wiener process and Ito integral. Student will be expected to understand the properties and subtleties of numerous random objects, allowing them to simulate these on a computer and draw appropriate conclusions.","Identify appropriate stochastic process model(s
State the defining properties of various stochastic process models and related random objects
Provide logical and coherent proofs of fundamental results in the theory of stochastic processes","Course Description: This is an advanced level postgraduate course in probability theory and stochastic processes for mathematics/statistics and data science students. Topics covered include rigorous definition of probability and random variables; convergence of random variables; Poisson and Wiener process, and Ito Calculus.
Course Aims: The course aims to impart analytical skills that will allow students to prove rigorously the basic properties of stochastic processes such as the Wiener process and Ito integral. Student will be expected to understand the properties and subtleties of numerous random objects, allowing them to simulate these on a computer and draw appropriate conclusions.
Course Learning Outcomes: Identify appropriate stochastic process model(s
State the defining properties of various stochastic process models and related random objects
Provide logical and coherent proofs of fundamental results in the theory of stochastic processes",Advanced probability; Stochastic processes; Theoretical proofs,"probability theory; Stochastic processes; rigorous reasoning and proof techniques
",Probability theory; Poisson process; Wiener process; Ito Calculus,Understanding and application of stochastic process models; rigorous proof techniques in stochastic processes; simulation of random processes and analysis of their properties; foundational principles of stochastic processes,"This course develops analytical skills in probability theory and stochastic processes, enabling students to rigorously prove properties of stochastic processes and simulate random objects on a computer."
MATH5905,Statistical Inference,School of Mathematics & Statistics,https://www.unsw.edu.au/course-outlines/course-outline#year=2024&term=Term%201&deliveryMode=In%20Person&deliveryFormat=Standard&teachingPeriod=T1&deliveryLocation=Kensington&courseCode=MATH5905&activityGroupId=1,"This postgraduate course presents general inference theory based on maximum likelihood and on Bayes methods. Estimation, confidence set construction, and hypothesis testing are discussed within decision-theoretic framework. Computationally intensive methods such as bootstrap are also discussed and are compared to asymptotic approximations such as saddlepoint and empirical likelihood. Pre-requisites: 24 units of Level 3 mathematics or a degree in numerate discipline or permission of the Head of Department.","The aim of the course is to introduce the main ideas and principles behind parametric and non-parametric inference procedures. Both frequentist and Bayesian perspectives will be discussed. Estimation, confidence set construction, and hypothesis testing are discussed within the decision-theoretic framework. Both finite sample optimality and asymptotic optimality will be defined and discussed. Computationally intensive methods such as bootstrap are discussed and are compared to asymptotic approximations such as: Edgeworth expansions and the saddlepoint method. Students will learn how to determine appropriate inference procedures and to draw inferences using the chosen procedure. Time permitting, applications in Statistical Financial Engineering will also be discussed.","Use computer packages to generate output for common Inference procedures and for computer-intensive calculations such as bootstrapping and robust estimation
Apply the parametric and non-parametric delta method, asymptotic normality, Edgeworth expansions and saddlepoint method to solve appropriate problems
Apply concepts of finite-sample and asymptotic efficiency of inference procedure to appropriate problems
Use parametric, nonparametric, Bayes and robust inference methods
Estimate key population parameters of interest, test hypotheses about them and construct confidence regions
Explain how statistical inference arises from the first principles of probability theory
Apply the fundamental principles of inference: sufficiency, likelihood, ancillarity, and equivariance","Course Description: This postgraduate course presents general inference theory based on maximum likelihood and on Bayes methods. Estimation, confidence set construction, and hypothesis testing are discussed within decision-theoretic framework. Computationally intensive methods such as bootstrap are also discussed and are compared to asymptotic approximations such as saddlepoint and empirical likelihood. Pre-requisites: 24 units of Level 3 mathematics or a degree in numerate discipline or permission of the Head of Department.
Course Aims: The aim of the course is to introduce the main ideas and principles behind parametric and non-parametric inference procedures. Both frequentist and Bayesian perspectives will be discussed. Estimation, confidence set construction, and hypothesis testing are discussed within the decision-theoretic framework. Both finite sample optimality and asymptotic optimality will be defined and discussed. Computationally intensive methods such as bootstrap are discussed and are compared to asymptotic approximations such as: Edgeworth expansions and the saddlepoint method. Students will learn how to determine appropriate inference procedures and to draw inferences using the chosen procedure. Time permitting, applications in Statistical Financial Engineering will also be discussed.
Course Learning Outcomes: Use computer packages to generate output for common Inference procedures and for computer-intensive calculations such as bootstrapping and robust estimation
Apply the parametric and non-parametric delta method, asymptotic normality, Edgeworth expansions and saddlepoint method to solve appropriate problems
Apply concepts of finite-sample and asymptotic efficiency of inference procedure to appropriate problems
Use parametric, nonparametric, Bayes and robust inference methods
Estimate key population parameters of interest, test hypotheses about them and construct confidence regions
Explain how statistical inference arises from the first principles of probability theory
Apply the fundamental principles of inference: sufficiency, likelihood, ancillarity, and equivariance",Statistical inference; Bayesian methods; Computational statistics,Statistical inference; Bayesian statistics; numerical methods,Maximum likelihood estimation; Bayesian inference; Bootstrap methods; Asymptotic approximations,Parametric and non-parametric inference; bootstrap methods; asymptotic approximations; saddlepoint and empirical likelihood methods; concepts of finite-sample and asymptotic efficiency,"This course develops parametric and non-parametric inference procedures, introducing students to frequentist and Bayesian perspectives on estimation, hypothesis testing, and confidence set construction."
MATH5916,Survival Analysis,School of Mathematics & Statistics,https://www.unsw.edu.au/course-outlines/course-outline#year=2024&term=Term%201&deliveryMode=In%20Person&deliveryFormat=Standard&teachingPeriod=T1&deliveryLocation=Kensington&courseCode=MATH5916&activityGroupId=1,"Survival analysis is the analysis of data representing the time to occurrence of a certain event or endpoint (time-to-event data). This course introduces the special features of time-to-event data and explores methods and models available to deal with them. Extensive use will be made of the computer methods in analysing real datasets. The course material will be delivered through lectures and computer labs.
Pre-requisites: 24 units of level III mathematics or a degree in a numerate discipline or permission of the Head of Department.","The aim of this course is to introduce the main statistical concepts, methods and models used in the analysis of survival data. These methods are essential for students who will analyse time-to-event data common in medical, business and engineering applications.","Use common R packages and functions for the processing and analysis of survival data
Understand and apply the Cox proportional hazards model to examine the effect of covariates on survival including the use of time-dependent covariates
Understand the counting process formulation for survival data to calculate residuals and influence for survival models including assessing the proportional hazards assumption
Understand the key features of survival data including censoring, truncation, hazard, and frailty
Understand and apply parametric and non-parametric inference techniques for the analysis of survival data
Solve theoretical statistical problems related to the analysis of survival data","Course Description: Survival analysis is the analysis of data representing the time to occurrence of a certain event or endpoint (time-to-event data). This course introduces the special features of time-to-event data and explores methods and models available to deal with them. Extensive use will be made of the computer methods in analysing real datasets. The course material will be delivered through lectures and computer labs.
Pre-requisites: 24 units of level III mathematics or a degree in a numerate discipline or permission of the Head of Department.
Course Aims: The aim of this course is to introduce the main statistical concepts, methods and models used in the analysis of survival data. These methods are essential for students who will analyse time-to-event data common in medical, business and engineering applications.
Course Learning Outcomes: Use common R packages and functions for the processing and analysis of survival data
Understand and apply the Cox proportional hazards model to examine the effect of covariates on survival including the use of time-dependent covariates
Understand the counting process formulation for survival data to calculate residuals and influence for survival models including assessing the proportional hazards assumption
Understand the key features of survival data including censoring, truncation, hazard, and frailty
Understand and apply parametric and non-parametric inference techniques for the analysis of survival data
Solve theoretical statistical problems related to the analysis of survival data",Survival analysis; Statistical modeling; Data interpretation,Survival analysis; Statistical modeling; data management and interpretation,Cox proportional hazards model; Censoring and truncation; Hazard models; Frailty models,"Survival data characteristics (censoring, hazard rates); Cox model and its applications; parametric versus non-parametric methods; statistical computing for survival analysis; evaluation of survival models using residuals and influence measures","This course teaches students to analyze time-to-event data using various methods and models, including the Cox proportional hazards model and counting process formulation."
MATH5965,Discrete Time Financial Modelling,School of Mathematics & Statistics,https://www.unsw.edu.au/course-outlines/course-outline#year=2024&term=Term%201&deliveryMode=In%20Person&deliveryFormat=Standard&teachingPeriod=T1&deliveryLocation=Kensington&courseCode=MATH5965&activityGroupId=1,"The course provides an overview of the most important classes of financial contracts traded on over-the-counter exchanges between financial institutions and their clients in discrete time. The option of European and American style, futures contracts and forward contracts is also discussed. The basic ideas of arbitrage pricing are studied in the classical Cox-Ross-Rubinstein binominal model of stock price.
Subsequently, the valuation and hedging of European and American options and general contingent claims are established. The proofs of the fundamental theorems of asset pricing for finite models of security markets which is central to the modern theory of derivative pricing are given.",The course aims to provide an overview of the essential concepts of financial contracts traded on exchanges or over the counter between financial institutions and their clients in discrete time.,"Solve practical problems to understand the usefulness of probability and stochastic analysis in a professional setting
Identify and apply which procedures are appropriate for a given financial problem
Apply probability theory and stochastic analysis to practical problems
Communicate mathematics and statistics effectively in written and oral forms","Course Description: The course provides an overview of the most important classes of financial contracts traded on over-the-counter exchanges between financial institutions and their clients in discrete time. The option of European and American style, futures contracts and forward contracts is also discussed. The basic ideas of arbitrage pricing are studied in the classical Cox-Ross-Rubinstein binominal model of stock price.
Subsequently, the valuation and hedging of European and American options and general contingent claims are established. The proofs of the fundamental theorems of asset pricing for finite models of security markets which is central to the modern theory of derivative pricing are given.
Course Aims: The course aims to provide an overview of the essential concepts of financial contracts traded on exchanges or over the counter between financial institutions and their clients in discrete time.
Course Learning Outcomes: Solve practical problems to understand the usefulness of probability and stochastic analysis in a professional setting
Identify and apply which procedures are appropriate for a given financial problem
Apply probability theory and stochastic analysis to practical problems
Communicate mathematics and statistics effectively in written and oral forms",Financial mathematics; Derivative pricing; Stochastic analysis,"Financial modeling; Derivative pricing; Stochastic modeling
",Arbitrage pricing; Cox-Ross-Rubinstein model; European and American options; Fundamental theorems of asset pricing,European and American options; futures and forward contracts; fundamental theorems of asset pricing; valuation techniques for contingent claims; proof techniques in finance,"This course examines the valuation and hedging of financial contracts, including options and contingent claims, using probability and stochastic analysis."
MATH5975,Introduction to Stochastic Analysis,School of Mathematics & Statistics,https://www.unsw.edu.au/course-outlines/course-outline#year=2024&term=Term%201&deliveryMode=In%20Person&deliveryFormat=Standard&teachingPeriod=T1&deliveryLocation=Kensington&courseCode=MATH5975&activityGroupId=1,"Modern theory of financial markets relies on advanced mathematical statistical methods that are used to model, forecast and manage risk in complex financial transactions. After the publication in 1973 of the ground-breaking paper of Black and Scholes on the arbitrage pricing of European call options, Stochastic Analysis became an indispensable tool for the theory of financial markets, derivation of prices of standard and exotic options and other derivative securities, hedging-related financial risk, as well as managing the interest rate risk. This is a postgraduate level course in which you will learn the basic concepts and techniques of Stochastic Analysis, such as Brownian motion, Ito stochastic integral, Ito's formula, changes of measures, stochastic differential equations and their relations to second-order partial differential equations, and Feynman-Kac formula. The course has only a lecture component. Pre-requisites: 24 units of level III mathematics or a degree in a numerate discipline or permission of the Head of Department.","The aim of this course is to introduce the mathematics required to understand the modern theory of financial markets. The modern theory of financial markets relies on advanced mathematical and statistical methods that are used to model, forecast, and manage risk in complex financial transactions.
The course consists of theorems and proofs. The main goal of the course is to provide the necessary mathematical background for MATH5816 Continuous Time Financial Modelling and MATH5985 Term Structure Modelling, rather than to focus directly on financial concepts.","Explain the usefulness of probability and stochastic analysis in a professional setting
Communicate mathematics effectively in a written form
Apply probability theory and stochastic analysis to practical problems
Identify which analysis procedure is appropriate for a given research problem","Course Description: Modern theory of financial markets relies on advanced mathematical statistical methods that are used to model, forecast and manage risk in complex financial transactions. After the publication in 1973 of the ground-breaking paper of Black and Scholes on the arbitrage pricing of European call options, Stochastic Analysis became an indispensable tool for the theory of financial markets, derivation of prices of standard and exotic options and other derivative securities, hedging-related financial risk, as well as managing the interest rate risk. This is a postgraduate level course in which you will learn the basic concepts and techniques of Stochastic Analysis, such as Brownian motion, Ito stochastic integral, Ito's formula, changes of measures, stochastic differential equations and their relations to second-order partial differential equations, and Feynman-Kac formula. The course has only a lecture component. Pre-requisites: 24 units of level III mathematics or a degree in a numerate discipline or permission of the Head of Department.
Course Aims: The aim of this course is to introduce the mathematics required to understand the modern theory of financial markets. The modern theory of financial markets relies on advanced mathematical and statistical methods that are used to model, forecast, and manage risk in complex financial transactions.
The course consists of theorems and proofs. The main goal of the course is to provide the necessary mathematical background for MATH5816 Continuous Time Financial Modelling and MATH5985 Term Structure Modelling, rather than to focus directly on financial concepts.
Course Learning Outcomes: Explain the usefulness of probability and stochastic analysis in a professional setting
Communicate mathematics effectively in a written form
Apply probability theory and stochastic analysis to practical problems
Identify which analysis procedure is appropriate for a given research problem",Stochastic analysis; Financial modeling; Risk management,Stochastic modeling; Financial modeling; Risk management,Brownian motion; Ito's lemma; Stochastic differential equations; Feynman-Kac formula,Stochastic processes in finance; mathematical proofs and theorems; application of stochastic methods to financial markets; advanced statistical modeling in finance,"This course applies mathematical statistical methods to model, forecast, and manage financial risk through introduction to basic concepts and techniques of Stochastic Analysis."
MATH6781,Biomathematics,School of Mathematics & Statistics,https://www.unsw.edu.au/course-outlines/course-outline#year=2024&term=Term%202&deliveryMode=In%20Person&deliveryFormat=Standard&teachingPeriod=T2&deliveryLocation=Kensington&courseCode=MATH6781&activityGroupId=1,"This course introduces mathematical modelling and data analysis for biological and biomedical systems. The course is suitable for students with an interest in the real-world application of differential equation modelling. Examples of the biological systems studied in the course include: population dynamics, the spread of infectious diseases, drug delivery and metabolism, biochemical reactions, the formation of animal coat patterns, and the growth of tumours. The emphasis in this course is on the development of the governing model equations, and on the analysis and interpretation of the model solutions. Methods for computer simulation of the model equations will be demonstrated but students’ knowledge of these methods will not be assessed in the course.In addition to lectures, the course will feature tutorials and workshops. Weekly tutorials require the class to solve a series of mathematical problems that build upon the lecture material. Workshops (several during the course) further consolidate the lecture material as the class makes use of modelling, analysis and computer simulations to perform in-depth studies of particular biological applications. Assumed Knowledge:Completion of two years of an undergraduate degree in mathematics or statistics.","The aim of this course is to introduce students to the broad field of Biomathematics, with particular emphasis on differential equation modelling of biological and biomedical systems. The course aims to provide knowledge on the development, solution and analysis of different types of differential equation models. The ability to interpret the solutions and analyses of these models in the context of the relevant biological systems is a key focus of student learning. The skills in modelling, analysis and enquiry developed during this course will be useful for all future endeavours in applied mathematics and science.","Derive or explain partial differential equation models for the time-dependent dynamics of structured populations and the spatio-temporal dynamics of biological diffusion and transport, and analyse and interpret the solutions of such models
Communicate discipline specific information in written form with appropriate referencing
Derive or explain ordinary differential equation models for the time-dependent dynamics of populations, epidemics, drug metabolism and chemical reactions, and analyse and interpret the solutions of such models
Mathematically analyse ordinary differential equation models of biological systems by identifying steady states, their stability, and any bifurcations that occur as a parameter is varied","Course Description: This course introduces mathematical modelling and data analysis for biological and biomedical systems. The course is suitable for students with an interest in the real-world application of differential equation modelling. Examples of the biological systems studied in the course include: population dynamics, the spread of infectious diseases, drug delivery and metabolism, biochemical reactions, the formation of animal coat patterns, and the growth of tumours. The emphasis in this course is on the development of the governing model equations, and on the analysis and interpretation of the model solutions. Methods for computer simulation of the model equations will be demonstrated but students’ knowledge of these methods will not be assessed in the course.In addition to lectures, the course will feature tutorials and workshops. Weekly tutorials require the class to solve a series of mathematical problems that build upon the lecture material. Workshops (several during the course) further consolidate the lecture material as the class makes use of modelling, analysis and computer simulations to perform in-depth studies of particular biological applications. Assumed Knowledge:Completion of two years of an undergraduate degree in mathematics or statistics.
Course Aims: The aim of this course is to introduce students to the broad field of Biomathematics, with particular emphasis on differential equation modelling of biological and biomedical systems. The course aims to provide knowledge on the development, solution and analysis of different types of differential equation models. The ability to interpret the solutions and analyses of these models in the context of the relevant biological systems is a key focus of student learning. The skills in modelling, analysis and enquiry developed during this course will be useful for all future endeavours in applied mathematics and science.
Course Learning Outcomes: Derive or explain partial differential equation models for the time-dependent dynamics of structured populations and the spatio-temporal dynamics of biological diffusion and transport, and analyse and interpret the solutions of such models
Communicate discipline specific information in written form with appropriate referencing
Derive or explain ordinary differential equation models for the time-dependent dynamics of populations, epidemics, drug metabolism and chemical reactions, and analyse and interpret the solutions of such models
Mathematically analyse ordinary differential equation models of biological systems by identifying steady states, their stability, and any bifurcations that occur as a parameter is varied",Mathematical modeling; Differential equations; Data analysis,"Population dynamics; Infectious disease modeling; Drug metabolism; Biochemical reactions; Ordinary differential equations;  Partial differential equations
",Population dynamics; Infectious disease modeling; Drug metabolism; Biochemical reactions,Partial differential equations (PDEs); ordinary differential equations (ODEs); stability analysis; bifurcation analysis; mathematical modeling in biology and medicine,"This course develops mathematical modelling skills for biological and biomedical systems through differential equation analysis, interpretation, and simulation."
SENG2021,Requirements and Design Workshop,School of Computer Science and Engineering,https://www.unsw.edu.au/course-outlines/course-outline#year=2024&term=Term%201&deliveryMode=In%20Person&deliveryFormat=Standard&teachingPeriod=T1&deliveryLocation=Kensington&courseCode=SENG2021&activityGroupId=1,"This course is the first of the workshops series that are a key feature of the Software Engineering degree. These workshops are designed to teach students to work in teams (or groups) using agile methods and apply their theoretical knowledge to solve real-life problems. Building on foundational Software Engineering principles of first year core course COMP1531, this workshop focuses on the processes of designing and building components (APIs) of a large software application.
This workshop will offer students the opportunity to get practical experience on the activities of analysing software requirements and producing design artifacts as well as use collaborative techniques and tools to support these processes. In addition, it aims to provide students with teamwork skills and software design techniques that an engineer would use in the development process. The students will also be getting experience on different aspects of designing and developing an API microservice and a web-based application. The requirements for this course have been determined in collaboration with industry partners and will relate to developing a realistic application. The course has a number of industry sponsors that include Nine and Macquarie Bank.","SENG2021 is the first Software Engineering-specific workshop that builds on the foundation of COMP1531, and where we begin to answer the question ""What does it mean to be a Software Engineer?"". A critical element of the workshop is to provide teams of students with industry-proven collaborative software development tools from Atlassian (Jira and Confluence) to help them apply agile methods in practice. The students will also get experience in project management with the development of project plans, brainstorming, requirement documents, prototyping techniques, issues and tasks management and peer reviews. Throughout a realistic business application in the area of e-invoicing, they will learn about the processes of converting requirements to design artifacts in a realistic context and acquire practical design skills, particularly in architectural design and software component integration using APIs.","Explain the principles and processes involved in the software development life cycle
Contribute to system documentation for a software product
Understand and apply the principles of project management in a dynamic software development environment
Understand stack-based software architecture and acquire skills in full-stack design and construction
Synthesise and interpret requirements to create tangible architectural and technical designs in a team-based dynamic development environment
Build software systems using appropriate languages, libraries and frameworks","Course Description: This course is the first of the workshops series that are a key feature of the Software Engineering degree. These workshops are designed to teach students to work in teams (or groups) using agile methods and apply their theoretical knowledge to solve real-life problems. Building on foundational Software Engineering principles of first year core course COMP1531, this workshop focuses on the processes of designing and building components (APIs) of a large software application.
This workshop will offer students the opportunity to get practical experience on the activities of analysing software requirements and producing design artifacts as well as use collaborative techniques and tools to support these processes. In addition, it aims to provide students with teamwork skills and software design techniques that an engineer would use in the development process. The students will also be getting experience on different aspects of designing and developing an API microservice and a web-based application. The requirements for this course have been determined in collaboration with industry partners and will relate to developing a realistic application. The course has a number of industry sponsors that include Nine and Macquarie Bank.
Course Aims: SENG2021 is the first Software Engineering-specific workshop that builds on the foundation of COMP1531, and where we begin to answer the question ""What does it mean to be a Software Engineer?"". A critical element of the workshop is to provide teams of students with industry-proven collaborative software development tools from Atlassian (Jira and Confluence) to help them apply agile methods in practice. The students will also get experience in project management with the development of project plans, brainstorming, requirement documents, prototyping techniques, issues and tasks management and peer reviews. Throughout a realistic business application in the area of e-invoicing, they will learn about the processes of converting requirements to design artifacts in a realistic context and acquire practical design skills, particularly in architectural design and software component integration using APIs.
Course Learning Outcomes: Explain the principles and processes involved in the software development life cycle
Contribute to system documentation for a software product
Understand and apply the principles of project management in a dynamic software development environment
Understand stack-based software architecture and acquire skills in full-stack design and construction
Synthesise and interpret requirements to create tangible architectural and technical designs in a team-based dynamic development environment
Build software systems using appropriate languages, libraries and frameworks",Software development; Agile methodologies; Project management,"agile software development; Project management; API Development: RESTful, GraphQL APIs; API Integration; font-end; back-end; database design and management: NoSQL, MySQL, PostgreSQL, MongoDB


",API design and development; Full-stack software architecture; Software lifecycle management,"Software development life cycle (SDLC); architectural and technical design; collaborative software development tools (e.g., Jira, Confluence); requirements analysis and design artifact creation","This course prepares students to work in teams, applying agile methods to develop realistic software applications by designing and building API components."
SENG2991,Software Workplace Practice 1,School of Computer Science and Engineering,https://www.unsw.edu.au/course-outlines/course-outline#year=2024&term=Term%201&deliveryMode=Multimodal&deliveryFormat=Standard&teachingPeriod=T1&deliveryLocation=Kensington&courseCode=SENG2991&activityGroupId=1,This course provides scholars with a practical application of the fundamental principles of software engineering in an industry environment.,"This course is the first of three fully assessable Industry Placement courses. Students complete this course as part of their Bachelor of Engineering(Hons) (Software) degree. This course allows students to start to develop their capabilities to work as effective Software Engineers. It is only available to students who have an approved position in a relevant workplace.
A key aim in this course is to develop students’ lifelong reflection skills. The most realistic experiences on which to reflect generally occur in the workplace. The documentation of reflective activity may include:

Records of learning
Reflective records
Personal development portfolios
Critical incident diaries

This course helps students develop reflective practices to prepare them for reflective activities in professional practice. This course is designed:

to start to develop professional skills in software engineering students.
to provide an understanding of the role of Software Engineers in supporting business operations.
to refine the ability to ‘learn from experience’ through personal reflection and analysis of their IT1 experiences.
to refine the ability to learn through collaborative reflective learning (i.e. via peer exchange of IT1 experiences).","explain the role of Requirements and Design Fundamental Concepts and Processes in an industry context
describe how people are managed using collaboration tools to support complex software development activities
work effectively in an “agile team” in the workplace
describe the different phases of the software engineering cycle (requirements, design, implementation and testing
explain the nature of developing a complex software system in which stakeholders from multiple application domains are involved","Course Description: This course provides scholars with a practical application of the fundamental principles of software engineering in an industry environment.
Course Aims: This course is the first of three fully assessable Industry Placement courses. Students complete this course as part of their Bachelor of Engineering(Hons) (Software) degree. This course allows students to start to develop their capabilities to work as effective Software Engineers. It is only available to students who have an approved position in a relevant workplace.
A key aim in this course is to develop students’ lifelong reflection skills. The most realistic experiences on which to reflect generally occur in the workplace. The documentation of reflective activity may include:

Records of learning
Reflective records
Personal development portfolios
Critical incident diaries

This course helps students develop reflective practices to prepare them for reflective activities in professional practice. This course is designed:

to start to develop professional skills in software engineering students.
to provide an understanding of the role of Software Engineers in supporting business operations.
to refine the ability to ‘learn from experience’ through personal reflection and analysis of their IT1 experiences.
to refine the ability to learn through collaborative reflective learning (i.e. via peer exchange of IT1 experiences).
Course Learning Outcomes: explain the role of Requirements and Design Fundamental Concepts and Processes in an industry context
describe how people are managed using collaboration tools to support complex software development activities
work effectively in an “agile team” in the workplace
describe the different phases of the software engineering cycle (requirements, design, implementation and testing
explain the nature of developing a complex software system in which stakeholders from multiple application domains are involved",Reflective practice; Agile teamwork; Software engineering principles,"agile software development; Project management; API Development: RESTful, GraphQL APIs; API Integration; font-end; back-end; database design and management: NoSQL, MySQL, PostgreSQL, MongoDB; Professional team dynamics management; team collaboration
",Software development cycles; Requirements and design processes; Collaborative work management,Requirements and design in software; managing software development; learning from industry experience; role of software engineers in business,This course develops students' capabilities to work as effective Software Engineers by applying fundamental principles in an industry environment.
